Files already downloaded and verified
EMNIST R33 [rbff - static]: t=16665.61s, loss=0.4392, acc=0.8538, jfi=0.8592, auc=0.9963, roc=0.9972
EMNIST R34 [rbff - static]: t=17151.48s, loss=0.4327, acc=0.8568, jfi=0.8667, auc=0.9963, roc=0.9973
EMNIST R35 [rbff - static]: t=17655.33s, loss=0.4276, acc=0.8556, jfi=0.8673, auc=0.9965, roc=0.9974
EMNIST R36 [rbff - static]: t=18097.82s, loss=0.4316, acc=0.8506, jfi=0.8626, auc=0.9965, roc=0.9974
EMNIST R37 [rbff - static]: t=18625.36s, loss=0.4211, acc=0.8588, jfi=0.8617, auc=0.9965, roc=0.9975
EMNIST R38 [rbff - static]: t=19239.20s, loss=0.4146, acc=0.8604, jfi=0.8647, auc=0.9966, roc=0.9975
EMNIST R39 [rbff - static]: t=19581.40s, loss=0.4182, acc=0.8588, jfi=0.8685, auc=0.9966, roc=0.9975
EMNIST R40 [rbff - static]: t=20149.28s, loss=0.4047, acc=0.8634, jfi=0.8608, auc=0.9967, roc=0.9976
EMNIST R41 [rbff - static]: t=20571.54s, loss=0.4028, acc=0.8638, jfi=0.8643, auc=0.9967, roc=0.9977
EMNIST R42 [rbff - static]: t=21165.27s, loss=0.3995, acc=0.8645, jfi=0.8663, auc=0.9968, roc=0.9977
EMNIST R43 [rbff - static]: t=21741.94s, loss=0.3987, acc=0.8643, jfi=0.8565, auc=0.9968, roc=0.9977
EMNIST R44 [rbff - static]: t=22095.45s, loss=0.3943, acc=0.8672, jfi=0.8633, auc=0.9969, roc=0.9978
EMNIST R45 [rbff - static]: t=22777.20s, loss=0.3911, acc=0.8659, jfi=0.8663, auc=0.9969, roc=0.9978
EMNIST R46 [rbff - static]: t=23125.03s, loss=0.3864, acc=0.8667, jfi=0.8677, auc=0.9969, roc=0.9979
EMNIST R47 [rbff - static]: t=23679.32s, loss=0.3825, acc=0.8689, jfi=0.8616, auc=0.9970, roc=0.9979
EMNIST R48 [rbff - static]: t=24151.43s, loss=0.3823, acc=0.8702, jfi=0.8641, auc=0.9970, roc=0.9979
EMNIST R49 [rbff - static]: t=24703.27s, loss=0.3813, acc=0.8688, jfi=0.8676, auc=0.9970, roc=0.9979
EMNIST R50 [rbff - static]: t=25185.27s, loss=0.3742, acc=0.8723, jfi=0.8636, auc=0.9971, roc=0.9980
EMNIST R1 [rbcsf - static]: t=441.75s, loss=3.8083, acc=0.0646, jfi=0.4000, auc=0.8474, roc=0.6633
EMNIST R2 [rbcsf - static]: t=883.49s, loss=2.7718, acc=0.3695, jfi=0.4000, auc=0.9248, roc=0.9125
EMNIST R3 [rbcsf - static]: t=1319.84s, loss=1.4391, acc=0.5932, jfi=0.4500, auc=0.9700, roc=0.9708
EMNIST R4 [rbcsf - static]: t=1761.59s, loss=1.2359, acc=0.6405, jfi=0.4414, auc=0.9771, roc=0.9781
EMNIST R5 [rbcsf - static]: t=2197.93s, loss=1.1409, acc=0.6616, jfi=0.4545, auc=0.9805, roc=0.9815
EMNIST R6 [rbcsf - static]: t=2599.64s, loss=1.0379, acc=0.6923, jfi=0.4721, auc=0.9836, roc=0.9845
EMNIST R7 [rbcsf - static]: t=3041.39s, loss=0.9598, acc=0.7133, jfi=0.4667, auc=0.9857, roc=0.9866
EMNIST R8 [rbcsf - static]: t=3477.73s, loss=0.8862, acc=0.7309, jfi=0.4697, auc=0.9877, roc=0.9888
EMNIST R9 [rbcsf - static]: t=3953.16s, loss=0.8346, acc=0.7447, jfi=0.4909, auc=0.9891, roc=0.9900
EMNIST R10 [rbcsf - static]: t=4389.50s, loss=0.7886, acc=0.7580, jfi=0.4908, auc=0.9902, roc=0.9911
EMNIST R11 [rbcsf - static]: t=4864.93s, loss=0.7438, acc=0.7695, jfi=0.5042, auc=0.9912, roc=0.9921
